RESULTS:
X and Y values for Problem 1:
25, 11342600
26, 13725604
27, 16492996
28, 19689476
29, 23363080
30, 27565300
31, 32351204
32, 37779556
33, 43912936
34, 50817860
35, 58564900
36, 67228804
37, 76888616
38, 87627796
39, 99534340
40, 112700900
41, 127224904
42, 143208676
43, 160759556
44, 179990020
45, 201017800
46, 223966004
47, 248963236
48, 276143716
49, 305647400
50, 337620100

